fk_modelo,fk_zona,fk_empresa,timestamp,processo,cpu,ram,dados_gravados,gpu,disco_uso
1,1,1,2025-11-17_22-22-20,System Idle Process,94.1,0.0,0.0,0,0
1,1,1,2025-11-17_22-22-20,System,0.1,0.0,1476.3,0,1548030068
1,1,1,2025-11-17_22-22-20,Registry,0.0,0.0,719.4,0,754352128
1,1,1,2025-11-17_22-22-20,Spotify.exe,0.0,0.0,149.3,0,156539053
1,1,1,2025-11-17_22-22-20,Spotify.exe,0.0,1.9,2173.1,0,2278660771
1,1,1,2025-11-17_22-22-20,lsass.exe,0.0,0.0,3.3,0,3479952
1,1,1,2025-11-17_22-22-21,Code.exe,0.0,3.9,3.8,0,4025296
1,1,1,2025-11-17_22-22-21,chrome.exe,0.0,0.0,45.4,0,47557652
1,1,1,2025-11-17_22-22-21,IEDSearch.exe,0.0,0.0,123.9,0,129886646
1,1,1,2025-11-17_22-22-21,chrome.exe,0.0,0.0,11.4,0,11950206
1,1,1,2025-11-17_22-22-21,svchost.exe,0.0,0.0,168.0,0,176185512
1,1,1,2025-11-17_22-22-21,svchost.exe,0.0,0.0,90.6,0,94974328
1,1,1,2025-11-17_22-22-21,svchost.exe,0.0,0.0,20.6,0,21651616
1,1,1,2025-11-17_22-22-21,AsusCertService.exe,0.1,0.0,0.0,0,8226
1,1,1,2025-11-17_22-22-21,MySQLWorkbench.exe,0.1,0.0,16.0,0,16814926
1,1,1,2025-11-17_22-22-21,svchost.exe,0.0,0.0,63.4,0,66456360
1,1,1,2025-11-17_22-22-21,steamwebhelper.exe,0.0,0.0,6.3,0,6583880
1,1,1,2025-11-17_22-22-21,MemCompression,0.0,5.5,0.0,0,0
1,1,1,2025-11-17_22-22-21,svchost.exe,0.0,0.0,65.0,0,68125079
1,1,1,2025-11-17_22-22-21,chrome.exe,0.0,0.0,56.6,0,59310416
1,1,1,2025-11-17_22-22-21,steamwebhelper.exe,0.0,3.5,7.1,0,7445030
1,1,1,2025-11-17_22-22-21,Code.exe,0.3,0.0,12.3,0,12935496
1,1,1,2025-11-17_22-22-21,svchost.exe,0.0,0.0,5.1,0,5395632
1,1,1,2025-11-17_22-22-21,Code.exe,0.0,0.0,20.7,0,21727557
1,1,1,2025-11-17_22-22-21,dllhost.exe,0.0,0.0,1.5,0,1622016
1,1,1,2025-11-17_22-22-21,AvastSvc.exe,0.0,0.0,114.5,0,120032033
1,1,1,2025-11-17_22-22-21,svchost.exe,0.0,0.0,1865.1,0,1955727559
1,1,1,2025-11-17_22-22-21,svchost.exe,0.0,0.0,1.4,0,1433856
1,1,1,2025-11-17_22-22-21,SearchIndexer.exe,0.0,0.0,92.9,0,97410334
1,1,1,2025-11-17_22-22-21,aswToolsSvc.exe,0.0,0.0,19.5,0,20422031
1,1,1,2025-11-17_22-22-21,svchost.exe,0.0,0.0,18.0,0,18887255
1,1,1,2025-11-17_22-22-21,svchost.exe,0.0,0.0,172.8,0,181220526
1,1,1,2025-11-17_22-22-21,ArmouryCrate.Service.exe,0.0,0.0,8.7,0,9080088
1,1,1,2025-11-17_22-22-21,armsvc.exe,0.0,0.0,3.0,0,3182632
1,1,1,2025-11-17_22-22-21,MsMpEng.exe,0.0,2.1,2130.4,0,2233894268
1,1,1,2025-11-17_22-22-21,audiodg.exe,0.1,0.0,0.0,0,0
1,1,1,2025-11-17_22-22-21,DSAService.exe,0.0,0.0,82.4,0,86421898
1,1,1,2025-11-17_22-22-21,chrome.exe,0.0,0.0,1.5,0,1593048
1,1,1,2025-11-17_22-22-21,idea64.exe,0.0,9.7,177.0,0,185563824
1,1,1,2025-11-17_22-22-21,SearchApp.exe,0.0,0.0,25.0,0,26241890
1,1,1,2025-11-17_22-22-21,mysqld.exe,0.1,0.0,311.1,0,326175025
1,1,1,2025-11-17_22-22-21,dllhost.exe,0.0,0.0,5.7,0,5955584
1,1,1,2025-11-17_22-22-21,Spotify.exe,0.0,0.0,19.6,0,20511664
1,1,1,2025-11-17_22-22-21,steam.exe,0.0,0.0,24.7,0,25868678
1,1,1,2025-11-17_22-22-22,MoUsoCoreWorker.exe,0.0,0.0,307.0,0,321871086
1,1,1,2025-11-17_22-22-22,taskhostw.exe,0.0,0.0,22.2,0,23238820
1,1,1,2025-11-17_22-22-22,svchost.exe,0.0,0.0,97.1,0,101819932
1,1,1,2025-11-17_22-22-22,Code.exe,0.0,0.0,4.7,0,4952273
1,1,1,2025-11-17_22-22-22,aswidsagent.exe,0.0,0.0,73.0,0,76500729
1,1,1,2025-11-17_22-22-22,jetbrains-toolbox.exe,0.0,0.0,1.8,0,1867221
1,1,1,2025-11-17_22-22-22,esrv.exe,0.0,0.0,48.4,0,50762605
1,1,1,2025-11-17_22-22-22,ArmouryCrate.UserSessionHelper.exe,0.0,0.0,125.7,0,131775018
1,1,1,2025-11-17_22-22-22,gamingservices.exe,0.0,0.0,9.7,0,10146664
1,1,1,2025-11-17_22-22-22,chrome.exe,0.0,0.0,4.7,0,4876924
1,1,1,2025-11-17_22-22-22,dwm.exe,0.7,0.0,0.0,0,0
1,1,1,2025-11-17_22-22-22,chrome.exe,0.0,0.0,43.2,0,45322764
1,1,1,2025-11-17_22-22-22,svchost.exe,0.0,0.0,12.0,0,12587079
1,1,1,2025-11-17_22-22-22,Code.exe,0.0,1.7,244.7,0,256615961
1,1,1,2025-11-17_22-22-22,WhatsApp.exe,0.0,0.0,6.3,0,6619915
1,1,1,2025-11-17_22-22-22,Spotify.exe,0.1,1.5,844.6,0,885605053
1,1,1,2025-11-17_22-22-22,Code.exe,1.7,2.2,457.8,0,480066198
1,1,1,2025-11-17_22-22-22,chrome.exe,0.0,1.5,5746.8,0,6025969416
1,1,1,2025-11-17_22-22-22,python.exe,4.9,0.0,0.0,0,11638
1,1,1,2025-11-17_22-22-22,fsnotifier.exe,0.0,0.0,12.7,0,13273075
1,1,1,2025-11-17_22-22-22,Code.exe,0.0,0.0,22.5,0,23572122
